itemsName,itemsQuantity,itemsPrice,storeLocation,customerGender,customerAge,customerEmail,customerSatisfaction,saleDate,purchaseMethod,couponUsed
pens,5,58.63,Denver,F,47,otbicu@bawkogez.bq,4,2013-02-14T22:26:32.922Z,In store,False
pens,5,74.44,Denver,F,47,otbicu@bawkogez.bq,4,2013-02-14T22:26:32.922Z,In store,False
printer paper,5,17.49,Denver,F,47,otbicu@bawkogez.bq,4,2013-02-14T22:26:32.922Z,In store,False
binder,3,22.41,London,M,62,puaha@pa.sr,4,2016-02-15T22:15:41.621Z,In store,False
envelopes,3,21.5,London,M,62,puaha@pa.sr,4,2016-02-15T22:15:41.621Z,In store,False
pens,2,30.56,London,M,62,puaha@pa.sr,4,2016-02-15T22:15:41.621Z,In store,False
backpack,3,144.63,London,M,62,puaha@pa.sr,4,2016-02-15T22:15:41.621Z,In store,False
pens,1,38.08,New York,M,34,avutijjok@ucaluvu.bh,3,2015-02-16T16:49:52.496Z,In store,False
backpack,5,168.75,New York,M,34,avutijjok@ucaluvu.bh,3,2015-02-16T16:49:52.496Z,In store,False
pens,5,74.43,New York,M,34,avutijjok@ucaluvu.bh,3,2015-02-16T16:49:52.496Z,In store,False
envelopes,10,22.18,New York,M,34,avutijjok@ucaluvu.bh,3,2015-02-16T16:49:52.496Z,In store,False
printer paper,7,40.6,New York,M,34,avutijjok@ucaluvu.bh,3,2015-02-16T16:49:52.496Z,In store,False
envelopes,9,11.11,New York,M,34,avutijjok@ucaluvu.bh,3,2015-02-16T16:49:52.496Z,In store,False
binder,5,24.6,New York,M,34,avutijjok@ucaluvu.bh,3,2015-02-16T16:49:52.496Z,In store,False
binder,1,27.19,New York,M,34,avutijjok@ucaluvu.bh,3,2015-02-16T16:49:52.496Z,In store,False
notepad,5,19.25,New York,M,34,avutijjok@ucaluvu.bh,3,2015-02-16T16:49:52.496Z,In store,False
binder,5,20.75,Seattle,F,53,enve@na.ac,4,2015-10-04T05:24:14.371Z,In store,False
binder,5,13.32,Seattle,F,53,enve@na.ac,4,2015-10-04T05:24:14.371Z,In store,False
pens,2,74.03,Seattle,F,53,enve@na.ac,4,2015-10-04T05:24:14.371Z,In store,False
envelopes,5,7.39,Seattle,F,53,enve@na.ac,4,2015-10-04T05:24:14.371Z,In store,False
envelopes,5,24.11,Seattle,F,53,enve@na.ac,4,2015-10-04T05:24:14.371Z,In store,False
printer paper,2,12.43,Seattle,F,53,enve@na.ac,4,2015-10-04T05:24:14.371Z,In store,False
notepad,1,35.25,Seattle,F,53,enve@na.ac,4,2015-10-04T05:24:14.371Z,In store,False
pens,5,39.4,Seattle,F,53,enve@na.ac,4,2015-10-04T05:24:14.371Z,In store,False
notepad,5,35.9,Seattle,F,53,enve@na.ac,4,2015-10-04T05:24:14.371Z,In store,False
envelopes,3,16.06,Denver,M,54,fujuwozo@fa.bt,4,2017-01-18T07:50:31.996Z,Online,False
backpack,4,116.18,Denver,M,54,fujuwozo@fa.bt,4,2017-01-18T07:50:31.996Z,Online,False
binder,7,27.83,Denver,M,54,fujuwozo@fa.bt,4,2017-01-18T07:50:31.996Z,Online,False
notepad,1,20.85,Denver,M,54,fujuwozo@fa.bt,4,2017-01-18T07:50:31.996Z,Online,False
notepad,2,5.77,Denver,M,54,fujuwozo@fa.bt,4,2017-01-18T07:50:31.996Z,Online,False
printer paper,8,21.55,Denver,M,54,fujuwozo@fa.bt,4,2017-01-18T07:50:31.996Z,Online,False
envelopes,6,7.49,Denver,M,54,fujuwozo@fa.bt,4,2017-01-18T07:50:31.996Z,Online,False
binder,10,10.04,Denver,M,54,fujuwozo@fa.bt,4,2017-01-18T07:50:31.996Z,Online,False
notepad,4,24.06,London,F,65,tubaefe@wuf.vu,4,2013-05-18T15:45:14.786Z,In store,False
binder,8,16.82,Seattle,M,55,tuc@apuhulo.vu,4,2013-06-13T10:37:03.154Z,In store,False
notepad,3,16.26,Seattle,M,55,tuc@apuhulo.vu,4,2013-06-13T10:37:03.154Z,In store,False
binder,5,26.31,Seattle,M,55,tuc@apuhulo.vu,4,2013-06-13T10:37:03.154Z,In store,False
laptop,4,789.8,Seattle,M,55,tuc@apuhulo.vu,4,2013-06-13T10:37:03.154Z,In store,False
pens,3,43.08,Seattle,M,55,tuc@apuhulo.vu,4,2013-06-13T10:37:03.154Z,In store,False
backpack,5,110.59,Seattle,M,55,tuc@apuhulo.vu,4,2013-06-13T10:37:03.154Z,In store,False
printer paper,8,15.69,Seattle,M,55,tuc@apuhulo.vu,4,2013-06-13T10:37:03.154Z,In store,False
notepad,3,36.25,Seattle,M,55,tuc@apuhulo.vu,4,2013-06-13T10:37:03.154Z,In store,False
envelopes,8,6.77,Seattle,M,55,tuc@apuhulo.vu,4,2013-06-13T10:37:03.154Z,In store,False
backpack,2,195.01,Denver,F,38,co@cimri.dm,4,2016-03-27T01:22:40.964Z,Online,False
laptop,3,1034.87,New York,F,44,et@inuabopa.ls,5,2015-01-09T07:00:03.494Z,In store,False
envelopes,1,23.6,New York,F,44,et@inuabopa.ls,5,2015-01-09T07:00:03.494Z,In store,False
backpack,2,65.48,Denver,M,62,zozud@nios.bd,1,2015-06-28T22:05:25.836Z,In store,False
envelopes,7,10.07,Denver,M,62,zozud@nios.bd,1,2015-06-28T22:05:25.836Z,In store,False
notepad,5,36.59,Denver,M,62,zozud@nios.bd,1,2015-06-28T22:05:25.836Z,In store,False
laptop,4,1277.18,Seattle,F,49,hoc@wu.lt,5,2017-12-15T10:10:51.026Z,In store,False
notepad,5,15.4,Seattle,F,49,hoc@wu.lt,5,2017-12-15T10:10:51.026Z,In store,False
notepad,2,12.74,Seattle,F,49,hoc@wu.lt,5,2017-12-15T10:10:51.026Z,In store,False
envelopes,2,13.25,Seattle,F,49,hoc@wu.lt,5,2017-12-15T10:10:51.026Z,In store,False
binder,9,25.43,Seattle,F,49,hoc@wu.lt,5,2017-12-15T10:10:51.026Z,In store,False
pens,4,35.01,Seattle,F,49,hoc@wu.lt,5,2017-12-15T10:10:51.026Z,In store,False
notepad,2,12.04,Seattle,F,49,hoc@wu.lt,5,2017-12-15T10:10:51.026Z,In store,False
printer paper,7,34.4,San Diego,F,55,zugu@cuvevrec.lr,3,2015-07-19T14:59:35.125Z,In store,False
notepad,1,12.71,San Diego,F,55,zugu@cuvevrec.lr,3,2015-07-19T14:59:35.125Z,In store,False
envelopes,1,24.99,San Diego,F,55,zugu@cuvevrec.lr,3,2015-07-19T14:59:35.125Z,In store,False
pens,1,59.64,San Diego,F,55,zugu@cuvevrec.lr,3,2015-07-19T14:59:35.125Z,In store,False
pens,5,76.04,San Diego,F,55,zugu@cuvevrec.lr,3,2015-07-19T14:59:35.125Z,In store,False
binder,1,14.03,San Diego,F,55,zugu@cuvevrec.lr,3,2015-07-19T14:59:35.125Z,In store,False
notepad,5,27.48,San Diego,F,55,zugu@cuvevrec.lr,3,2015-07-19T14:59:35.125Z,In store,False
notepad,4,33.73,San Diego,F,55,zugu@cuvevrec.lr,3,2015-07-19T14:59:35.125Z,In store,False
binder,1,18.06,San Diego,F,55,zugu@cuvevrec.lr,3,2015-07-19T14:59:35.125Z,In store,False
laptop,3,915.74,San Diego,F,55,zugu@cuvevrec.lr,3,2015-07-19T14:59:35.125Z,In store,False
backpack,1,125.46,Denver,M,69,kos@hagutget.aq,3,2017-10-31T16:16:32.578Z,Online,False
notepad,1,21.7,Denver,M,69,kos@hagutget.aq,3,2017-10-31T16:16:32.578Z,Online,False
laptop,3,1404.26,Denver,M,69,kos@hagutget.aq,3,2017-10-31T16:16:32.578Z,Online,False
pens,1,77.09,New York,M,32,kazvi@co.lk,5,2014-05-21T11:48:07.699Z,In store,False
backpack,5,173.71,New York,M,32,kazvi@co.lk,5,2014-05-21T11:48:07.699Z,In store,False
envelopes,1,12.03,New York,M,32,kazvi@co.lk,5,2014-05-21T11:48:07.699Z,In store,False
printer paper,1,28.37,Denver,F,25,caloide@vodzalap.ge,3,2016-10-01T02:33:49.972Z,Phone,False
backpack,5,143.03,Denver,F,52,lunuzob@coru.va,4,2014-03-24T15:29:36.82Z,In store,False
notepad,4,38.22,Denver,F,52,lunuzob@coru.va,4,2014-03-24T15:29:36.82Z,In store,False
printer paper,10,46.91,Denver,F,52,lunuzob@coru.va,4,2014-03-24T15:29:36.82Z,In store,False
pens,3,20.76,Denver,F,52,lunuzob@coru.va,4,2014-03-24T15:29:36.82Z,In store,False
binder,1,16.84,Denver,F,52,lunuzob@coru.va,4,2014-03-24T15:29:36.82Z,In store,False
envelopes,2,5.46,New York,F,35,jumgoh@ef.lu,5,2013-05-19T17:50:37.787Z,In store,False
backpack,5,71.18,New York,F,35,jumgoh@ef.lu,5,2013-05-19T17:50:37.787Z,In store,False
notepad,3,9.9,New York,F,35,jumgoh@ef.lu,5,2013-05-19T17:50:37.787Z,In store,False
notepad,4,6.91,New York,F,35,jumgoh@ef.lu,5,2013-05-19T17:50:37.787Z,In store,False
pens,4,77.06,New York,F,35,jumgoh@ef.lu,5,2013-05-19T17:50:37.787Z,In store,False
binder,1,26.13,London,M,27,ov@co.va,3,2013-01-23T11:03:57.368Z,In store,False
notepad,1,11.63,London,M,27,ov@co.va,3,2013-01-23T11:03:57.368Z,In store,False
laptop,1,1029.94,Seattle,M,44,buda@isepimto.hm,2,2015-02-20T22:52:56.083Z,Online,False
pens,1,7.39,Seattle,M,44,buda@isepimto.hm,2,2015-02-20T22:52:56.083Z,Online,False
printer paper,10,20.85,Seattle,M,44,buda@isepimto.hm,2,2015-02-20T22:52:56.083Z,Online,False
envelopes,5,6.54,Seattle,M,44,buda@isepimto.hm,2,2015-02-20T22:52:56.083Z,Online,False
binder,5,16.01,Seattle,M,44,buda@isepimto.hm,2,2015-02-20T22:52:56.083Z,Online,False
notepad,4,12.03,Seattle,M,44,buda@isepimto.hm,2,2015-02-20T22:52:56.083Z,Online,False
pens,5,21.34,Seattle,M,44,buda@isepimto.hm,2,2015-02-20T22:52:56.083Z,Online,False
notepad,2,32.22,Seattle,M,44,buda@isepimto.hm,2,2015-02-20T22:52:56.083Z,Online,False
binder,10,26.93,Seattle,M,44,buda@isepimto.hm,2,2015-02-20T22:52:56.083Z,Online,False
backpack,1,183.31,Seattle,M,43,non@vaduh.bv,1,2013-05-03T08:15:28.576Z,In store,False
laptop,5,1540.45,Seattle,F,56,jiseanu@vozre.ac,1,2014-11-24T07:39:36.167Z,Phone,False
pens,1,29.64,Seattle,F,56,jiseanu@vozre.ac,1,2014-11-24T07:39:36.167Z,Phone,False
notepad,4,24.66,Seattle,F,56,jiseanu@vozre.ac,1,2014-11-24T07:39:36.167Z,Phone,False
notepad,2,11.95,Seattle,F,56,jiseanu@vozre.ac,1,2014-11-24T07:39:36.167Z,Phone,False
notepad,2,27.7,Austin,M,51,ses@mosu.ml,4,2015-04-20T17:45:57.994Z,Phone,False
binder,8,24.93,Austin,M,51,ses@mosu.ml,4,2015-04-20T17:45:57.994Z,Phone,False
printer paper,1,45.29,Denver,M,48,osu@paket.ee,5,2014-10-25T11:55:28.705Z,In store,False
envelopes,4,10.29,Denver,M,48,osu@paket.ee,5,2014-10-25T11:55:28.705Z,In store,False
binder,10,20.39,Denver,M,48,osu@paket.ee,5,2014-10-25T11:55:28.705Z,In store,False
binder,2,21.62,Denver,M,48,osu@paket.ee,5,2014-10-25T11:55:28.705Z,In store,False
backpack,2,156.71,Denver,M,48,osu@paket.ee,5,2014-10-25T11:55:28.705Z,In store,False
notepad,1,27.85,Denver,M,48,osu@paket.ee,5,2014-10-25T11:55:28.705Z,In store,False
envelopes,10,14.83,Denver,M,48,osu@paket.ee,5,2014-10-25T11:55:28.705Z,In store,False
envelopes,8,13.09,Denver,M,29,pemgigvu@nuugawuk.ch,4,2013-05-20T12:35:23.421Z,In store,False
printer paper,6,48.96,Denver,M,29,pemgigvu@nuugawuk.ch,4,2013-05-20T12:35:23.421Z,In store,False
laptop,3,1147.26,Denver,M,29,pemgigvu@nuugawuk.ch,4,2013-05-20T12:35:23.421Z,In store,False
envelopes,6,22.79,Denver,M,29,pemgigvu@nuugawuk.ch,4,2013-05-20T12:35:23.421Z,In store,False
pens,4,16.26,Denver,M,29,pemgigvu@nuugawuk.ch,4,2013-05-20T12:35:23.421Z,In store,False
binder,4,25.2,Denver,M,29,pemgigvu@nuugawuk.ch,4,2013-05-20T12:35:23.421Z,In store,False
binder,8,23.45,Denver,M,29,pemgigvu@nuugawuk.ch,4,2013-05-20T12:35:23.421Z,In store,False
notepad,4,35.04,Denver,M,29,pemgigvu@nuugawuk.ch,4,2013-05-20T12:35:23.421Z,In store,False
pens,5,54.56,Denver,M,29,pemgigvu@nuugawuk.ch,4,2013-05-20T12:35:23.421Z,In store,False
binder,8,29.44,Seattle,M,72,iculizozi@vaceti.et,4,2016-11-23T19:45:12.853Z,Phone,False
backpack,4,43.56,Seattle,M,46,cem@ginjehu.va,4,2017-01-19T22:50:03.139Z,Online,False
laptop,1,602.84,Seattle,M,46,cem@ginjehu.va,4,2017-01-19T22:50:03.139Z,Online,False
notepad,3,12.97,Seattle,M,46,cem@ginjehu.va,4,2017-01-19T22:50:03.139Z,Online,False
pens,5,57.71,Seattle,M,46,cem@ginjehu.va,4,2017-01-19T22:50:03.139Z,Online,False
notepad,2,20.9,Seattle,M,46,cem@ginjehu.va,4,2017-01-19T22:50:03.139Z,Online,False
pens,5,50.75,London,F,53,vaz@orhede.ec,4,2016-08-18T04:29:36.847Z,Online,False
laptop,5,926.2,Denver,M,44,arci@jakiguvu.pl,3,2013-02-10T15:10:47.088Z,Online,False
notepad,5,7.87,Denver,M,44,arci@jakiguvu.pl,3,2013-02-10T15:10:47.088Z,Online,False
pens,3,11.68,Denver,M,44,arci@jakiguvu.pl,3,2013-02-10T15:10:47.088Z,Online,False
binder,4,16.35,Denver,M,44,arci@jakiguvu.pl,3,2013-02-10T15:10:47.088Z,Online,False
pens,3,23.95,Denver,M,44,arci@jakiguvu.pl,3,2013-02-10T15:10:47.088Z,Online,False
backpack,2,106.91,Denver,M,44,arci@jakiguvu.pl,3,2013-02-10T15:10:47.088Z,Online,False
notepad,2,35.07,Denver,M,44,arci@jakiguvu.pl,3,2013-02-10T15:10:47.088Z,Online,False
printer paper,2,35.42,Denver,M,44,arci@jakiguvu.pl,3,2013-02-10T15:10:47.088Z,Online,False
notepad,5,31.02,Denver,M,44,arci@jakiguvu.pl,3,2013-02-10T15:10:47.088Z,Online,False
envelopes,3,13.96,Denver,M,44,arci@jakiguvu.pl,3,2013-02-10T15:10:47.088Z,Online,False
laptop,2,1421.76,Denver,F,59,jutteuna@gaka.cz,3,2016-10-02T16:44:07.426Z,Phone,False
notepad,1,22.71,Denver,F,59,jutteuna@gaka.cz,3,2016-10-02T16:44:07.426Z,Phone,False
notepad,2,15.41,New York,M,31,aposi@lenkilfe.rw,3,2017-06-06T23:24:39.206Z,Online,True
envelopes,8,12.78,New York,M,31,aposi@lenkilfe.rw,3,2017-06-06T23:24:39.206Z,Online,True
pens,4,12.46,New York,M,31,aposi@lenkilfe.rw,3,2017-06-06T23:24:39.206Z,Online,True
backpack,4,54.03,New York,M,31,aposi@lenkilfe.rw,3,2017-06-06T23:24:39.206Z,Online,True
pens,2,13.94,New York,M,31,aposi@lenkilfe.rw,3,2017-06-06T23:24:39.206Z,Online,True
notepad,5,19.47,Seattle,F,56,im@ce.vg,3,2017-07-20T12:18:52.198Z,Online,False
laptop,4,1192.92,Seattle,F,56,im@ce.vg,3,2017-07-20T12:18:52.198Z,Online,False
pens,2,64.41,Seattle,F,56,im@ce.vg,3,2017-07-20T12:18:52.198Z,Online,False
envelopes,7,17.27,Seattle,F,56,im@ce.vg,3,2017-07-20T12:18:52.198Z,Online,False
printer paper,2,35.25,Seattle,F,56,im@ce.vg,3,2017-07-20T12:18:52.198Z,Online,False
binder,5,12.8,Seattle,F,56,im@ce.vg,3,2017-07-20T12:18:52.198Z,Online,False
pens,2,41.75,Seattle,F,56,im@ce.vg,3,2017-07-20T12:18:52.198Z,Online,False
envelopes,1,17.08,Seattle,F,56,im@ce.vg,3,2017-07-20T12:18:52.198Z,Online,False
notepad,4,25.42,Seattle,F,56,im@ce.vg,3,2017-07-20T12:18:52.198Z,Online,False
binder,3,15.16,San Diego,F,53,domuli@rig.si,4,2016-12-07T23:32:47.311Z,In store,False
notepad,5,15.5,San Diego,F,53,domuli@rig.si,4,2016-12-07T23:32:47.311Z,In store,False
envelopes,8,18.28,San Diego,F,53,domuli@rig.si,4,2016-12-07T23:32:47.311Z,In store,False
printer paper,6,41.05,San Diego,F,53,domuli@rig.si,4,2016-12-07T23:32:47.311Z,In store,False
pens,4,63.2,San Diego,F,53,domuli@rig.si,4,2016-12-07T23:32:47.311Z,In store,False
notepad,1,31.86,San Diego,F,53,domuli@rig.si,4,2016-12-07T23:32:47.311Z,In store,False
binder,8,13.45,San Diego,F,53,domuli@rig.si,4,2016-12-07T23:32:47.311Z,In store,False
notepad,4,22.17,Denver,F,44,deahoka@likej.fm,3,2015-08-26T20:16:35.343Z,Phone,False
laptop,5,781.45,Denver,F,44,deahoka@likej.fm,3,2015-08-26T20:16:35.343Z,Phone,False
envelopes,7,19.7,Denver,F,44,deahoka@likej.fm,3,2015-08-26T20:16:35.343Z,Phone,False
binder,1,17.7,Denver,F,44,deahoka@likej.fm,3,2015-08-26T20:16:35.343Z,Phone,False
notepad,2,21.07,Denver,F,44,deahoka@likej.fm,3,2015-08-26T20:16:35.343Z,Phone,False
pens,3,17.28,Austin,M,46,du@ju.bm,1,2015-04-15T08:25:50.98Z,Online,False
envelopes,3,13.73,Austin,M,46,du@ju.bm,1,2015-04-15T08:25:50.98Z,Online,False
backpack,5,88.75,Austin,M,46,du@ju.bm,1,2015-04-15T08:25:50.98Z,Online,False
printer paper,1,33.77,Austin,M,46,du@ju.bm,1,2015-04-15T08:25:50.98Z,Online,False
binder,7,24.96,Austin,M,46,du@ju.bm,1,2015-04-15T08:25:50.98Z,Online,False
notepad,2,29.01,Austin,M,46,du@ju.bm,1,2015-04-15T08:25:50.98Z,Online,False
binder,3,15.99,Denver,M,30,se@ja.es,5,2015-07-08T10:08:26.521Z,In store,False
envelopes,4,18.12,Denver,M,30,se@ja.es,5,2015-07-08T10:08:26.521Z,In store,False
backpack,1,104.11,Denver,M,30,se@ja.es,5,2015-07-08T10:08:26.521Z,In store,False
notepad,2,37.77,Denver,M,30,se@ja.es,5,2015-07-08T10:08:26.521Z,In store,False
pens,5,36.61,Denver,M,30,se@ja.es,5,2015-07-08T10:08:26.521Z,In store,False
envelopes,7,21.08,Denver,M,30,se@ja.es,5,2015-07-08T10:08:26.521Z,In store,False
laptop,2,692.85,Denver,M,30,se@ja.es,5,2015-07-08T10:08:26.521Z,In store,False
notepad,1,38.0,Denver,M,30,se@ja.es,5,2015-07-08T10:08:26.521Z,In store,False
pens,2,73.51,Denver,M,30,se@ja.es,5,2015-07-08T10:08:26.521Z,In store,False
binder,7,19.41,Denver,M,51,hevdez@wuvimmav.ss,4,2013-06-08T09:44:31.972Z,In store,False
notepad,5,14.69,Denver,M,51,hevdez@wuvimmav.ss,4,2013-06-08T09:44:31.972Z,In store,False
notepad,3,12.33,Denver,M,51,hevdez@wuvimmav.ss,4,2013-06-08T09:44:31.972Z,In store,False
pens,3,31.96,Denver,M,51,hevdez@wuvimmav.ss,4,2013-06-08T09:44:31.972Z,In store,False
backpack,5,141.97,Denver,M,51,hevdez@wuvimmav.ss,4,2013-06-08T09:44:31.972Z,In store,False
envelopes,8,9.6,Seattle,M,30,fimozfe@zanek.td,4,2016-04-18T19:23:18.639Z,In store,False
binder,3,11.84,Seattle,M,30,fimozfe@zanek.td,4,2016-04-18T19:23:18.639Z,In store,False
backpack,1,182.37,Seattle,M,30,fimozfe@zanek.td,4,2016-04-18T19:23:18.639Z,In store,False
notepad,2,6.0,Seattle,M,30,fimozfe@zanek.td,4,2016-04-18T19:23:18.639Z,In store,False
binder,6,14.66,Seattle,F,51,ak@fabu.ad,3,2016-05-23T01:07:23.685Z,In store,False
notepad,3,27.08,Seattle,F,51,ak@fabu.ad,3,2016-05-23T01:07:23.685Z,In store,False
pens,4,57.69,Seattle,F,51,ak@fabu.ad,3,2016-05-23T01:07:23.685Z,In store,False
backpack,3,198.91,Seattle,F,51,ak@fabu.ad,3,2016-05-23T01:07:23.685Z,In store,False
envelopes,10,7.62,Seattle,F,51,ak@fabu.ad,3,2016-05-23T01:07:23.685Z,In store,False
pens,4,44.25,Denver,M,70,polu@owbe.ke,5,2014-11-26T04:08:32.082Z,Online,False
notepad,3,39.29,Denver,M,70,polu@owbe.ke,5,2014-11-26T04:08:32.082Z,Online,False
backpack,3,77.55,Denver,M,70,polu@owbe.ke,5,2014-11-26T04:08:32.082Z,Online,False
envelopes,7,23.89,Denver,M,70,polu@owbe.ke,5,2014-11-26T04:08:32.082Z,Online,False
binder,6,10.22,Denver,M,70,polu@owbe.ke,5,2014-11-26T04:08:32.082Z,Online,False
binder,5,10.14,Denver,M,70,polu@owbe.ke,5,2014-11-26T04:08:32.082Z,Online,False
printer paper,8,42.97,Denver,M,70,polu@owbe.ke,5,2014-11-26T04:08:32.082Z,Online,False
notepad,4,37.4,Denver,M,70,polu@owbe.ke,5,2014-11-26T04:08:32.082Z,Online,False
pens,3,28.7,Denver,M,70,polu@owbe.ke,5,2014-11-26T04:08:32.082Z,Online,False
notepad,1,17.25,San Diego,M,45,kaitiel@gu.af,4,2015-10-31T20:43:07.353Z,In store,False
pens,3,73.73,San Diego,M,45,kaitiel@gu.af,4,2015-10-31T20:43:07.353Z,In store,False
envelopes,2,20.17,San Diego,M,45,kaitiel@gu.af,4,2015-10-31T20:43:07.353Z,In store,False
notepad,2,10.68,San Diego,M,45,kaitiel@gu.af,4,2015-10-31T20:43:07.353Z,In store,False
backpack,5,109.06,San Diego,M,45,kaitiel@gu.af,4,2015-10-31T20:43:07.353Z,In store,False
printer paper,5,11.87,San Diego,M,45,kaitiel@gu.af,4,2015-10-31T20:43:07.353Z,In store,False
pens,3,47.82,San Diego,M,45,kaitiel@gu.af,4,2015-10-31T20:43:07.353Z,In store,False
envelopes,5,6.31,San Diego,M,45,kaitiel@gu.af,4,2015-10-31T20:43:07.353Z,In store,False
binder,5,25.43,San Diego,M,45,kaitiel@gu.af,4,2015-10-31T20:43:07.353Z,In store,False
binder,5,15.19,San Diego,M,45,kaitiel@gu.af,4,2015-10-31T20:43:07.353Z,In store,False
pens,3,40.41,San Diego,F,35,tiuljad@bolzijen.nr,5,2016-09-23T14:30:40.992Z,In store,False
envelopes,5,19.11,San Diego,F,35,tiuljad@bolzijen.nr,5,2016-09-23T14:30:40.992Z,In store,False
notepad,5,22.5,San Diego,F,35,tiuljad@bolzijen.nr,5,2016-09-23T14:30:40.992Z,In store,False
printer paper,2,37.66,San Diego,F,35,tiuljad@bolzijen.nr,5,2016-09-23T14:30:40.992Z,In store,False
notepad,2,13.46,Denver,F,23,waahdah@dudpaw.sj,4,2016-03-03T13:23:10.489Z,Phone,False
binder,2,26.96,Denver,F,23,waahdah@dudpaw.sj,4,2016-03-03T13:23:10.489Z,Phone,False
notepad,3,21.65,Seattle,F,35,gulabu@dih.cu,3,2016-01-17T21:29:01.705Z,Online,False
binder,5,11.95,Seattle,F,35,gulabu@dih.cu,3,2016-01-17T21:29:01.705Z,Online,False
notepad,1,21.94,Seattle,F,35,gulabu@dih.cu,3,2016-01-17T21:29:01.705Z,Online,False
binder,2,29.08,Seattle,F,35,gulabu@dih.cu,3,2016-01-17T21:29:01.705Z,Online,False
backpack,3,196.43,Seattle,F,35,gulabu@dih.cu,3,2016-01-17T21:29:01.705Z,Online,False
envelopes,9,22.79,Seattle,F,35,gulabu@dih.cu,3,2016-01-17T21:29:01.705Z,Online,False
pens,2,68.18,Seattle,F,35,gulabu@dih.cu,3,2016-01-17T21:29:01.705Z,Online,False
laptop,4,1430.16,Seattle,F,35,gulabu@dih.cu,3,2016-01-17T21:29:01.705Z,Online,False
notepad,3,33.6,Seattle,F,35,gulabu@dih.cu,3,2016-01-17T21:29:01.705Z,Online,False
envelopes,2,17.01,Denver,M,37,ac@zoj.ua,5,2015-05-20T19:38:23.205Z,Online,False
binder,4,21.83,Denver,M,37,ac@zoj.ua,5,2015-05-20T19:38:23.205Z,Online,False
notepad,2,26.52,Denver,M,37,ac@zoj.ua,5,2015-05-20T19:38:23.205Z,Online,False
notepad,1,16.06,Denver,M,37,ac@zoj.ua,5,2015-05-20T19:38:23.205Z,Online,False
pens,1,35.14,Denver,M,37,ac@zoj.ua,5,2015-05-20T19:38:23.205Z,Online,False
backpack,3,81.03,Denver,M,37,ac@zoj.ua,5,2015-05-20T19:38:23.205Z,Online,False
pens,4,78.29,London,F,40,ac@did.nl,4,2015-12-29T05:32:54.181Z,Online,False
envelopes,8,9.58,London,F,40,ac@did.nl,4,2015-12-29T05:32:54.181Z,Online,False
pens,4,70.9,London,F,40,ac@did.nl,4,2015-12-29T05:32:54.181Z,Online,False
notepad,1,26.22,London,F,40,ac@did.nl,4,2015-12-29T05:32:54.181Z,Online,False
backpack,4,40.56,London,F,40,ac@did.nl,4,2015-12-29T05:32:54.181Z,Online,False
binder,9,13.01,London,F,40,ac@did.nl,4,2015-12-29T05:32:54.181Z,Online,False
printer paper,7,34.36,London,F,40,ac@did.nl,4,2015-12-29T05:32:54.181Z,Online,False
binder,10,26.56,London,F,40,ac@did.nl,4,2015-12-29T05:32:54.181Z,Online,False
binder,4,14.14,London,F,31,ivu@waj.cu,5,2013-07-22T18:26:19.901Z,Online,False
notepad,5,7.11,London,F,31,ivu@waj.cu,5,2013-07-22T18:26:19.901Z,Online,False
printer paper,1,49.06,London,F,31,ivu@waj.cu,5,2013-07-22T18:26:19.901Z,Online,False
envelopes,9,19.03,London,F,31,ivu@waj.cu,5,2013-07-22T18:26:19.901Z,Online,False
envelopes,9,13.54,Austin,M,36,ne@urwunem.my,4,2017-09-17T16:14:29.04Z,In store,False
binder,2,23.16,Austin,M,36,ne@urwunem.my,4,2017-09-17T16:14:29.04Z,In store,False
pens,3,34.29,Austin,M,36,ne@urwunem.my,4,2017-09-17T16:14:29.04Z,In store,False
laptop,3,414.61,Austin,M,36,ne@urwunem.my,4,2017-09-17T16:14:29.04Z,In store,False
binder,1,10.22,Austin,M,36,ne@urwunem.my,4,2017-09-17T16:14:29.04Z,In store,False
notepad,4,33.2,Austin,M,36,ne@urwunem.my,4,2017-09-17T16:14:29.04Z,In store,False
notepad,4,10.23,Austin,M,36,ne@urwunem.my,4,2017-09-17T16:14:29.04Z,In store,False
pens,2,73.39,Austin,M,36,ne@urwunem.my,4,2017-09-17T16:14:29.04Z,In store,False
notepad,5,5.55,Austin,M,36,ne@urwunem.my,4,2017-09-17T16:14:29.04Z,In store,False
backpack,3,112.41,Austin,M,36,ne@urwunem.my,4,2017-09-17T16:14:29.04Z,In store,False
binder,9,19.33,Seattle,M,29,mawe@unokuon.tm,4,2017-07-03T19:01:09.223Z,Online,False
notepad,2,12.72,Seattle,M,29,mawe@unokuon.tm,4,2017-07-03T19:01:09.223Z,Online,False
laptop,5,653.2,Seattle,M,29,mawe@unokuon.tm,4,2017-07-03T19:01:09.223Z,Online,False
backpack,2,87.59,Seattle,M,29,mawe@unokuon.tm,4,2017-07-03T19:01:09.223Z,Online,False
pens,3,59.06,Seattle,M,29,mawe@unokuon.tm,4,2017-07-03T19:01:09.223Z,Online,False
envelopes,1,23.79,Seattle,M,29,mawe@unokuon.tm,4,2017-07-03T19:01:09.223Z,Online,False
notepad,4,19.15,Seattle,M,29,mawe@unokuon.tm,4,2017-07-03T19:01:09.223Z,Online,False
